country,sex,birthyear,age,life_satisfaction,work_importance,financial_satisfaction,religiousity,political_scale,marital_status,employment,work_importance_r,age_group
CAN,Female,1997,23,9,2,8,An atheist,3,Single,Student,3,18-28
CAN,Male,1997,23,5,3,4,Not a religious person,4,Single,Unemployed,2,18-28
CAN,Female,1997,23,8,2,7,Not a religious person,7,Single,Full time,3,18-28
CAN,Female,1992,23,5,1,5,Not a religious person,5,Single,Part time,4,18-28
CAN,Female,1996,23,8,2,6,Not a religious person,5,Widowed,Student,3,18-28
CAN,Female,1997,23,7,2,4,Not a religious person,5,Single,Full time,3,18-28
CAN,Female,1997,23,7,2,6,An atheist,4,Single,Student,3,18-28
CAN,Female,1997,23,7,2,7,An atheist,2,Single,Unemployed,3,18-28
CAN,Female,1996,23,8,2,7,Not a religious person,3,Single,Student,3,18-28
CAN,Female,1996,23,7,2,6,An atheist,4,Single,Part time,3,18-28
CAN,Male,1996,23,9,2,9,A religious person,5,Single,Part time,3,18-28
CAN,Male,1997,23,8,2,7,A religious person,7,Single,Full time,3,18-28
CAN,Male,1997,23,6,1,8,Not a religious person,6,Single,Student,4,18-28
CAN,Female,1997,23,5,3,7,An atheist,6,Single,Student,2,18-28
CAN,Male,1997,23,8,2,8,A religious person,8,Married,Full time,3,18-28
CAN,Male,1997,23,8,1,5,Not a religious person,4,Living together as married,Student,4,18-28
CAN,Female,1997,23,8,1,8,Not a religious person,7,Single,Student,4,18-28
CAN,Female,1997,23,7,1,6,A religious person,8,Single,Part time,4,18-28
CAN,Male,1997,23,7,2,8,Not a religious person,7,Single,Full time,3,18-28
CAN,Male,1997,23,6,2,6,An atheist,6,Single,Part time,3,18-28
CAN,Female,1997,23,6,2,7,Not a religious person,6,Living together as married,Full time,3,18-28
CAN,Female,1997,23,7,1,7,A religious person,4,Single,Full time,4,18-28
CAN,Female,1997,23,3,2,9,A religious person,4,Single,Full time,3,18-28
CAN,Female,1997,23,8,1,8,A religious person,4,Single,Full time,4,18-28
CAN,Male,1997,23,6,2,1,A religious person,5,Single,Student,3,18-28
CAN,Female,1997,23,8,2,7,An atheist,7,Single,Student,3,18-28
CAN,Female,1997,23,5,2,7,An atheist,1,Single,Full time,3,18-28
CAN,Female,1997,23,8,2,8,Not a religious person,3,Single,Student,3,18-28
CAN,Female,1996,23,8,2,8,An atheist,7,Single,Full time,3,18-28
CAN,Male,1997,23,5,2,6,Not a religious person,1,Single,Student,3,18-28
CAN,Male,1997,23,7,4,8,A religious person,1,Single,Student,1,18-28
CAN,Female,1997,23,7,2,6,Not a religious person,6,Living together as married,Full time,3,18-28
CAN,Male,1997,23,5,2,6,Not a religious person,5,Single,Student,3,18-28
CAN,Male,1997,23,7,2,7,Not a religious person,6,Single,Student,3,18-28
CAN,Male,1996,23,9,1,3,Not a religious person,8,Single,Full time,4,18-28
CAN,Male,1996,23,6,1,4,Not a religious person,4,Single,Full time,4,18-28
CAN,Female,1997,23,8,1,7,Not a religious person,6,Living together as married,Full time,4,18-28
CAN,Male,1997,23,5,1,5,A religious person,5,Single,Student,4,18-28
CAN,Female,1997,23,8,2,5,A religious person,5,Single,Full time,3,18-28
CAN,Female,1997,23,4,4,7,An atheist,1,Living together as married,Student,1,18-28
CAN,Female,1997,23,8,2,7,Not a religious person,6,Single,Student,3,18-28
CAN,Female,1997,23,8,2,6,Not a religious person,3,Single,Full time,3,18-28
CAN,Male,1997,23,6,3,8,A religious person,3,Single,Student,2,18-28
CAN,Male,1997,23,7,1,3,Not a religious person,1,Living together as married,Student,4,18-28
CAN,Female,1997,23,10,2,8,Not a religious person,3,Living together as married,Part time,3,18-28
CAN,Female,1997,23,7,3,8,Not a religious person,3,Single,Student,2,18-28
CAN,Female,1996,23,7,1,9,A religious person,10,Married,Full time,4,18-28
CAN,Female,1997,23,7,2,7,An atheist,3,Single,Student,3,18-28
CAN,Male,1997,23,4,1,6,An atheist,3,Single,Full time,4,18-28
CAN,Female,1997,23,8,1,7,Not a religious person,3,Single,Student,4,18-28
CAN,Female,1996,23,4,3,1,An atheist,5,Single,Homemaker not otherwise employed,2,18-28
CAN,Male,1997,23,7,1,9,Not a religious person,8,Living together as married,Full time,4,18-28
CAN,Male,1997,23,9,1,9,An atheist,8,Living together as married,Student,4,18-28
NZL,Female,1996,23,2,2,4,A religious person,9,Married,Full time,3,18-28
NZL,Female,1996,23,8,2,7,Don't know,4,Single,Full time,3,18-28
NZL,Male,1996,23,3,2,8,A religious person,3,Single,Unemployed,3,18-28
SGP,Male,1996,23,10,1,10,A religious person,3,Single,Full time,4,18-28
SGP,Male,1996,23,7,3,7,A religious person,7,Single,Student,2,18-28
SGP,Female,1996,23,7,1,6,Not a religious person,6,Single,Full time,4,18-28
SGP,Female,1997,23,5,2,9,A religious person,3,Single,Student,3,18-28
SGP,Male,1997,23,6,2,7,An atheist,5,Single,Student,3,18-28
SGP,Female,1997,23,7,2,7,Not a religious person,4,Single,Student,3,18-28
SGP,Female,1997,23,7,2,7,An atheist,4,Single,Student,3,18-28
SGP,Male,1997,23,7,2,8,A religious person,5,Single,Student,3,18-28
SGP,Female,1997,23,8,2,4,A religious person,6,Single,Student,3,18-28
SGP,Male,1996,23,10,1,7,An atheist,5,Single,Full time,4,18-28
SGP,Female,1996,23,6,2,7,Not a religious person,5,Single,Unemployed,3,18-28
SGP,Male,1996,23,8,2,8,Not a religious person,5,Single,Student,3,18-28
SGP,Male,1996,23,6,2,4,A religious person,5,Single,Full time,3,18-28
SGP,Female,1996,23,9,3,5,Not a religious person,4,Single,Student,2,18-28
SGP,Female,1996,23,7,1,7,Not a religious person,6,Single,Full time,4,18-28
SGP,Female,1996,23,8,2,8,Not a religious person,2,Single,Full time,3,18-28
SGP,Female,1996,23,8,2,6,An atheist,3,Single,Full time,3,18-28
SGP,Female,1997,23,5,2,5,A religious person,3,Single,Student,3,18-28
SGP,Female,1997,23,7,1,5,Not a religious person,5,Single,Full time,4,18-28
SGP,Male,1996,23,10,1,8,Not a religious person,3,Single,Student,4,18-28
SGP,Male,1996,23,8,2,8,A religious person,5,Living together as married,Student,3,18-28
SGP,Male,1996,23,8,2,9,Not a religious person,3,Single,Student,3,18-28
SGP,Female,1997,23,10,2,8,A religious person,2,Single,Student,3,18-28
SGP,Male,1997,23,4,2,4,Not a religious person,5,Single,Part time,3,18-28
SGP,Male,1996,23,8,2,8,Not a religious person,5,Single,Student,3,18-28
SGP,Female,1997,23,7,2,7,Not a religious person,5,Single,Student,3,18-28
SGP,Female,1997,23,10,1,8,Not a religious person,2,Single,Student,4,18-28
SGP,Female,1997,23,7,2,7,An atheist,5,Single,Unemployed,3,18-28
SGP,Male,1996,23,7,2,7,Not a religious person,2,Single,Full time,3,18-28
SGP,Male,1997,23,6,1,1,A religious person,5,Single,Unemployed,4,18-28
SGP,Male,1996,23,5,3,5,Not a religious person,4,Single,Student,2,18-28
SGP,Female,1996,23,3,1,7,Not a religious person,3,Single,Student,4,18-28
SGP,Female,1997,23,6,2,4,A religious person,5,Single,Student,3,18-28
SGP,Female,1997,23,10,3,10,Not a religious person,8,Single,Student,2,18-28
CAN,Female,1998,22,8,2,7,Not a religious person,4,Single,Student,3,18-28
CAN,Male,1998,22,8,3,8,Not a religious person,8,Single,Student,2,18-28
CAN,Female,1997,22,5,2,4,Not a religious person,5,Living together as married,Student,3,18-28
CAN,Female,1998,22,8,2,7,A religious person,7,Single,Part time,3,18-28
CAN,Male,1998,22,6,2,7,Not a religious person,8,Married,Full time,3,18-28
CAN,Male,1998,22,7,2,7,A religious person,6,Single,Unemployed,3,18-28
CAN,Female,1998,22,5,1,6,An atheist,7,Single,Student,4,18-28
CAN,Male,1998,22,5,2,5,A religious person,7,Single,Full time,3,18-28
CAN,Female,1998,22,8,1,6,An atheist,5,Single,Student,4,18-28
CAN,Male,1997,22,8,2,5,Not a religious person,2,Single,Student,3,18-28
CAN,Female,1998,22,7,2,3,A religious person,5,Living together as married,Part time,3,18-28
CAN,Female,1998,22,7,1,8,A religious person,6,Single,Unemployed,4,18-28
CAN,Female,1998,22,7,2,4,Not a religious person,7,Living together as married,Full time,3,18-28
CAN,Male,1998,22,8,1,7,Not a religious person,6,Living together as married,Full time,4,18-28
CAN,Female,1997,22,7,2,8,A religious person,7,Married,Unemployed,3,18-28
CAN,Male,1998,22,8,2,9,A religious person,7,Single,Part time,3,18-28
CAN,Female,1997,22,3,1,1,A religious person,5,Single,Unemployed,4,18-28
CAN,Female,1998,22,8,1,6,An atheist,2,Single,Part time,4,18-28
CAN,Male,1997,22,7,1,4,A religious person,5,Single,Full time,4,18-28
CAN,Female,1998,22,9,2,7,A religious person,4,Single,Full time,3,18-28
CAN,Male,1998,22,7,2,6,Not a religious person,2,Single,Full time,3,18-28
CAN,Female,1997,22,5,2,2,Not a religious person,4,Single,Full time,3,18-28
CAN,Male,1998,22,8,2,4,A religious person,6,Single,Student,3,18-28
CAN,Male,1997,22,1,3,1,An atheist,5,Single,Student,2,18-28
CAN,Male,1997,22,8,2,4,An atheist,5,Single,Unemployed,3,18-28
CAN,Female,1998,22,8,2,6,Not a religious person,7,Single,Student,3,18-28
CAN,Female,1998,22,3,3,2,Not a religious person,1,Single,Part time,2,18-28
CAN,Female,1998,22,6,2,4,A religious person,3,Single,Full time,3,18-28
CAN,Female,1998,22,8,1,10,A religious person,8,Married,Full time,4,18-28
CAN,Male,1997,22,8,2,8,A religious person,5,Single,Student,3,18-28
CAN,Male,1992,22,7,2,7,A religious person,7,Married,Full time,3,18-28
CAN,Female,1997,22,5,4,8,Not a religious person,3,Married,Homemaker not otherwise employed,1,18-28
CAN,Male,1998,22,8,2,7,Not a religious person,7,Single,Student,3,18-28
CAN,Female,1998,22,5,1,6,An atheist,5,Living together as married,Full time,4,18-28
CAN,Female,1998,22,4,1,4,A religious person,6,Single,Student,4,18-28
CAN,Female,1998,22,8,2,7,A religious person,4,Single,Part time,3,18-28
CAN,Female,1997,22,4,2,4,Not a religious person,9,Single,Full time,3,18-28
CAN,Male,1998,22,8,2,8,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1998,22,7,2,5,Not a religious person,5,Single,Full time,3,18-28
CAN,Female,1997,22,8,1,8,Not a religious person,7,Single,Full time,4,18-28
CAN,Male,1998,22,6,2,7,A religious person,4,Single,Student,3,18-28
CAN,Male,1997,22,4,2,5,A religious person,5,Single,Student,3,18-28
CAN,Female,1998,22,9,1,9,A religious person,5,Single,Student,4,18-28
CAN,Female,1997,22,6,1,5,Not a religious person,4,Single,Full time,4,18-28
CAN,Male,1998,22,8,2,5,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1998,22,8,3,7,Not a religious person,4,Living together as married,Student,2,18-28
CAN,Male,1997,22,3,3,4,Not a religious person,5,Single,Unemployed,2,18-28
CAN,Female,1997,22,9,2,7,Not a religious person,2,Single,Student,3,18-28
CAN,Female,1998,22,6,1,6,A religious person,7,Single,Full time,4,18-28
CAN,Female,1997,22,8,1,7,An atheist,5,Married,Full time,4,18-28
CAN,Female,1998,22,8,1,3,A religious person,6,Married,Full time,4,18-28
CAN,Male,1997,22,9,1,9,A religious person,8,Single,Other,4,18-28
CAN,Female,1998,22,6,3,9,Not a religious person,3,Single,Part time,2,18-28
CAN,Male,1998,22,6,2,6,A religious person,6,Single,Student,3,18-28
CAN,Female,1997,22,8,2,8,Not a religious person,5,Single,Student,3,18-28
CAN,Male,1998,22,4,2,8,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1998,22,10,2,8,Not a religious person,5,Living together as married,Full time,3,18-28
CAN,Male,1998,22,4,1,3,Not a religious person,4,Single,Full time,4,18-28
CAN,Female,1997,22,5,3,5,Not a religious person,3,Single,Student,2,18-28
CAN,Female,1998,22,5,2,3,Not a religious person,2,Single,Student,3,18-28
CAN,Female,1997,22,7,1,8,Not a religious person,7,Single,Full time,4,18-28
CAN,Female,1998,22,7,2,8,Not a religious person,4,Single,Student,3,18-28
CAN,Female,1998,22,9,2,10,Not a religious person,3,Single,Student,3,18-28
CAN,Male,1998,22,8,1,7,A religious person,5,Single,Student,4,18-28
CAN,Female,1998,22,4,2,1,An atheist,5,Single,Student,3,18-28
CAN,Female,1997,22,7,2,7,A religious person,9,Single,Student,3,18-28
CAN,Female,1997,22,4,1,3,Not a religious person,5,Single,Student,4,18-28
CAN,Female,1998,22,8,2,8,An atheist,2,Single,Student,3,18-28
NZL,Female,1997,22,7,2,5,Don't know,4,Single,Full time,3,18-28
SGP,Female,1997,22,6,2,7,A religious person,5,Single,Full time,3,18-28
SGP,Male,1997,22,6,1,8,An atheist,5,Single,Student,4,18-28
SGP,Male,1997,22,8,2,10,Not a religious person,1,Single,Student,3,18-28
SGP,Male,1997,22,7,1,7,Not a religious person,5,Single,Part time,4,18-28
SGP,Male,1998,22,5,1,7,Not a religious person,10,Single,Full time,4,18-28
SGP,Male,1998,22,5,3,1,A religious person,3,Single,Part time,2,18-28
SGP,Male,1998,22,7,1,6,Not a religious person,3,Single,Other,4,18-28
SGP,Male,1998,22,2,2,10,Not a religious person,3,Single,Student,3,18-28
SGP,Female,1998,22,8,2,8,A religious person,4,Single,Student,3,18-28
SGP,Male,1997,22,7,1,8,A religious person,4,Single,Student,4,18-28
SGP,Female,1998,22,5,2,5,Not a religious person,3,Single,Full time,3,18-28
SGP,Male,1997,22,8,2,8,A religious person,2,Single,Other,3,18-28
SGP,Male,1997,22,7,2,8,A religious person,8,Single,Student,3,18-28
SGP,Male,1997,22,7,2,6,Not a religious person,1,Single,Full time,3,18-28
SGP,Male,1997,22,7,2,6,A religious person,5,Single,Full time,3,18-28
SGP,Female,1997,22,5,2,7,Not a religious person,4,Single,Part time,3,18-28
SGP,Male,1997,22,4,1,3,A religious person,3,Single,Other,4,18-28
SGP,Male,1998,22,7,1,6,Not a religious person,3,Single,Part time,4,18-28
SGP,Female,1998,22,5,2,5,A religious person,5,Single,Student,3,18-28
SGP,Male,1997,22,7,2,7,An atheist,5,Single,Student,3,18-28
SGP,Female,1998,22,8,2,7,A religious person,6,Single,Full time,3,18-28
SGP,Female,1998,22,7,2,7,Not a religious person,3,Single,Student,3,18-28
SGP,Male,1998,22,4,3,4,A religious person,5,Single,Student,2,18-28
SGP,Male,1997,22,8,1,9,A religious person,5,Single,Unemployed,4,18-28
SGP,Male,1997,22,7,2,7,A religious person,7,Single,Part time,3,18-28
SGP,Male,1997,22,7,1,5,Not a religious person,3,Single,Student,4,18-28
SGP,Female,1997,22,6,2,5,Not a religious person,5,Single,Full time,3,18-28
SGP,Male,1997,22,6,1,5,A religious person,6,Single,Part time,4,18-28
SGP,Male,1997,22,9,1,8,Not a religious person,7,Single,Part time,4,18-28
SGP,Male,1997,22,8,1,7,A religious person,5,Single,Self employed,4,18-28
SGP,Female,1998,22,8,2,7,A religious person,6,Single,Full time,3,18-28
CAN,Male,1998,21,5,2,10,A religious person,5,Single,Student,3,18-28
CAN,Female,1999,21,6,2,8,Not a religious person,6,Single,Student,3,18-28
CAN,Female,1999,21,9,3,6,A religious person,5,Single,Part time,2,18-28
CAN,Female,1999,21,4,3,5,A religious person,6,Single,Student,2,18-28
CAN,Male,1998,21,8,2,8,A religious person,4,Married,Student,3,18-28
CAN,Female,1999,21,5,2,6,An atheist,7,Separated,Self employed,3,18-28
CAN,Female,1999,21,9,1,9,An atheist,10,Single,Part time,4,18-28
CAN,Female,1999,21,5,2,5,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1998,21,9,1,9,A religious person,6,Living together as married,Student,4,18-28
CAN,Female,1998,21,8,2,8,Not a religious person,1,Living together as married,Student,3,18-28
CAN,Male,1998,21,9,1,8,Not a religious person,6,Single,Student,4,18-28
CAN,Female,1999,21,6,2,6,A religious person,5,Single,Student,3,18-28
CAN,Male,1999,21,10,2,10,A religious person,3,Single,Student,3,18-28
CAN,Female,1999,21,6,1,7,Not a religious person,3,Single,Student,4,18-28
CAN,Female,1999,21,7,3,6,Not a religious person,3,Single,Student,2,18-28
CAN,Female,1999,21,10,2,4,Not a religious person,6,Single,Full time,3,18-28
CAN,Female,1999,21,5,2,3,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1999,21,5,2,4,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1999,21,7,1,7,An atheist,5,Living together as married,Full time,4,18-28
CAN,Male,1999,21,10,1,6,A religious person,3,Single,Part time,4,18-28
CAN,Female,1999,21,7,1,7,A religious person,2,Single,Part time,4,18-28
CAN,Female,1999,21,8,1,4,An atheist,3,Single,Part time,4,18-28
CAN,Female,1999,21,10,1,9,A religious person,5,Single,Full time,4,18-28
CAN,Female,1999,21,8,2,8,An atheist,8,Single,Student,3,18-28
CAN,Female,1998,21,8,1,7,Not a religious person,3,Single,Full time,4,18-28
CAN,Female,1999,21,5,1,4,Not a religious person,1,Living together as married,Student,4,18-28
CAN,Male,1999,21,6,2,7,A religious person,5,Married,Full time,3,18-28
CAN,Male,1999,21,8,1,6,Not a religious person,6,Single,Student,4,18-28
CAN,Female,1999,21,6,1,5,Not a religious person,6,Living together as married,Student,4,18-28
CAN,Male,1999,21,8,3,7,A religious person,8,Living together as married,Student,2,18-28
CAN,Female,1999,21,6,3,4,An atheist,6,Single,Student,2,18-28
CAN,Male,1999,21,8,2,8,Not a religious person,8,Single,Full time,3,18-28
CAN,Female,1999,21,6,3,7,An atheist,7,Single,Student,2,18-28
CAN,Male,1999,21,9,3,10,A religious person,5,Single,Full time,2,18-28
CAN,Male,1999,21,7,4,5,Not a religious person,6,Married,Homemaker not otherwise employed,1,18-28
CAN,Female,1999,21,4,2,3,A religious person,5,Single,Student,3,18-28
CAN,Female,1999,21,8,1,4,An atheist,3,Single,Full time,4,18-28
CAN,Female,1999,21,8,3,7,Not a religious person,1,Single,Student,2,18-28
CAN,Male,1999,21,6,2,8,A religious person,7,Single,Student,3,18-28
CAN,Male,1999,21,8,2,6,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1999,21,7,1,6,Not a religious person,10,Single,Student,4,18-28
CAN,Female,1999,21,6,1,7,Not a religious person,4,Single,Part time,4,18-28
CAN,Female,1999,21,7,1,9,A religious person,5,Single,Student,4,18-28
CAN,Female,1999,21,7,2,6,A religious person,3,Single,Part time,3,18-28
CAN,Male,1999,21,7,2,7,Not a religious person,7,Single,Student,3,18-28
CAN,Female,1998,21,7,2,9,Not a religious person,1,Single,Student,3,18-28
CAN,Female,1999,21,7,2,9,An atheist,7,Single,Student,3,18-28
CAN,Female,1999,21,8,2,7,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1999,21,8,2,7,Not a religious person,3,Single,Student,3,18-28
CAN,Male,1999,21,7,2,5,Not a religious person,4,Single,Student,3,18-28
CAN,Female,1999,21,8,2,5,An atheist,6,Single,Student,3,18-28
CAN,Female,1999,21,8,1,7,A religious person,5,Single,Student,4,18-28
CAN,Female,1999,21,6,1,6,A religious person,5,Single,Student,4,18-28
CAN,Female,1999,21,6,2,7,Not a religious person,5,Single,Student,3,18-28
CAN,Male,1999,21,7,2,9,Not a religious person,7,Single,Part time,3,18-28
CAN,Male,1999,21,8,1,8,Not a religious person,8,Single,Student,4,18-28
CAN,Female,1999,21,7,2,6,Not a religious person,7,Single,Student,3,18-28
CAN,Male,1999,21,5,1,5,A religious person,6,Single,Student,4,18-28
CAN,Female,1999,21,5,2,6,A religious person,5,Single,Part time,3,18-28
NZL,Male,1998,21,7,2,6,A religious person,6,Single,Student,3,18-28
NZL,Male,1998,21,6,2,7,An atheist,6,Single,Part time,3,18-28
NZL,Female,1998,21,8,1,9,Not a religious person,4,Single,Part time,4,18-28
NZL,Male,1998,21,9,1,8,A religious person,8,Single,Full time,4,18-28
SGP,Male,1998,21,7,1,5,Not a religious person,4,Single,Other,4,18-28
SGP,Male,1998,21,7,2,7,Not a religious person,1,Single,Other,3,18-28
SGP,Male,1998,21,5,2,3,An atheist,2,Single,Full time,3,18-28
SGP,Male,1998,21,9,2,10,Not a religious person,3,Single,Student,3,18-28
SGP,Female,1998,21,7,2,6,Not a religious person,5,Single,Student,3,18-28
SGP,Male,1999,21,4,1,8,A religious person,4,Single,Part time,4,18-28
SGP,Male,1998,21,8,3,5,A religious person,3,Single,Other,2,18-28
SGP,Female,1998,21,8,3,7,A religious person,3,Single,Part time,2,18-28
SGP,Female,1998,21,3,2,5,A religious person,2,Single,Student,3,18-28
