country,sex,age,marital_status,employment
SGP,Male,68,Married,Retired/pensioned
SGP,Female,49,Married,Full time
SGP,Male,29,Single,Full time
SGP,Male,36,Married,Full time
SGP,Female,34,Single,Full time
SGP,Female,72,Married,Retired/pensioned
SGP,Male,81,Married,Retired/pensioned
SGP,Female,57,Married,Retired/pensioned
SGP,Male,68,Married,Full time
SGP,Female,39,Single,Full time
SGP,Female,32,Single,Unemployed
SGP,Male,53,Single,Unemployed
SGP,Male,47,Married,Full time
SGP,Male,32,Married,Self employed
SGP,Male,27,Single,Full time
SGP,Male,28,Married,Full time
SGP,Female,72,Married,Homemaker not otherwise employed
SGP,Female,27,Married,Homemaker not otherwise employed
SGP,Female,46,Married,Full time
SGP,Female,43,Married,Homemaker not otherwise employed
SGP,Male,45,Married,Full time
SGP,Male,68,Divorced,Full time
SGP,Male,47,Married,Full time
SGP,Female,24,Single,Full time
SGP,Male,67,Married,Full time
SGP,Male,28,Married,Full time
SGP,Male,54,Married,Full time
SGP,Female,70,Married,Retired/pensioned
SGP,Female,50,Married,Part time
SGP,Female,69,Married,Homemaker not otherwise employed
SGP,Male,30,Single,Full time
SGP,Female,50,Married,Full time
SGP,Female,33,Married,Student
SGP,Female,57,Married,Homemaker not otherwise employed
SGP,Female,31,Married,Full time
SGP,Female,42,Divorced,Full time
SGP,Female,61,Married,Homemaker not otherwise employed
SGP,Female,51,Married,Full time
SGP,Female,36,Married,Full time
SGP,Male,36,Married,Unemployed
SGP,Male,44,Married,Full time
SGP,Male,53,Married,Full time
SGP,Male,23,Single,Part time
SGP,Male,68,Married,Retired/pensioned
SGP,Female,22,Single,Full time
SGP,Male,31,Married,Full time
SGP,Male,33,Married,Self employed
SGP,Male,59,Married,Self employed
SGP,Female,27,Single,Full time
SGP,Female,57,Divorced,Retired/pensioned
SGP,Male,44,Married,Full time
SGP,Male,46,Married,Unemployed
SGP,Male,50,Married,Full time
SGP,Female,44,Married,Full time
SGP,Female,31,Single,Full time
SGP,Male,25,Single,Unemployed
SGP,Female,67,Single,Retired/pensioned
SGP,Male,46,Married,Full time
SGP,Male,81,Married,Retired/pensioned
SGP,Male,60,Married,Full time
SGP,Male,42,Married,Full time
SGP,Female,63,Married,Retired/pensioned
SGP,Female,24,Single,Student
SGP,Male,51,Married,Full time
SGP,Male,53,Married,Full time
SGP,Female,45,Married,Homemaker not otherwise employed
SGP,Male,23,Single,Student
SGP,Male,47,Single,Full time
SGP,Male,32,Single,Full time
SGP,Female,37,Married,Full time
SGP,Male,38,Married,Full time
SGP,Female,60,Married,Homemaker not otherwise employed
SGP,Female,24,Single,Student
SGP,Female,56,Married,Full time
SGP,Female,44,Married,Full time
SGP,Female,58,Married,Part time
SGP,Male,37,Married,Self employed
SGP,Female,29,Married,Homemaker not otherwise employed
SGP,Female,36,Divorced,Full time
SGP,Female,53,Married,Full time
SGP,Male,61,Married,Retired/pensioned
SGP,Female,22,Single,Student
SGP,Male,22,Single,Student
SGP,Male,33,Married,Full time
SGP,Male,27,Single,Unemployed
SGP,Female,30,Married,Homemaker not otherwise employed
SGP,Female,38,Married,Full time
SGP,Female,56,Widowed,Full time
SGP,Female,63,Married,Homemaker not otherwise employed
SGP,Female,23,Single,Student
SGP,Female,65,Married,Full time
SGP,Female,31,Single,Full time
SGP,Male,56,Married,Self employed
SGP,Female,58,Married,Other
SGP,Male,58,Married,Full time
SGP,Female,69,Married,Homemaker not otherwise employed
SGP,Female,73,Married,Retired/pensioned
SGP,Female,71,Married,Homemaker not otherwise employed
SGP,Male,66,Married,Retired/pensioned
SGP,Female,44,Married,Homemaker not otherwise employed
SGP,Female,66,Married,Homemaker not otherwise employed
SGP,Male,73,Married,Retired/pensioned
SGP,Male,38,Single,Full time
SGP,Female,62,Divorced,Homemaker not otherwise employed
SGP,Female,40,Married,Homemaker not otherwise employed
SGP,Female,61,Married,Homemaker not otherwise employed
SGP,Female,67,Single,Retired/pensioned
SGP,Female,47,Married,Part time
SGP,Male,51,Married,Full time
SGP,Female,47,Married,Full time
SGP,Male,37,Married,Full time
SGP,Male,46,Married,Full time
SGP,Female,37,Single,Self employed
SGP,Male,47,Single,Full time
SGP,Male,61,Married,Part time
SGP,Male,47,Married,Full time
SGP,Male,68,Married,Retired/pensioned
SGP,Male,55,Married,Full time
SGP,Male,49,Married,Full time
SGP,Female,44,Married,Homemaker not otherwise employed
SGP,Female,53,Married,Full time
SGP,Male,77,Widowed,Retired/pensioned
SGP,Female,54,Married,Homemaker not otherwise employed
SGP,Male,70,Married,Retired/pensioned
SGP,Female,68,Married,Part time
SGP,Male,72,Married,Retired/pensioned
SGP,Female,38,Single,Full time
SGP,Female,28,Single,Full time
SGP,Female,48,Married,Unemployed
SGP,Female,53,Married,Homemaker not otherwise employed
SGP,Female,50,Married,Part time
SGP,Male,41,Married,Full time
SGP,Male,73,Married,Retired/pensioned
SGP,Male,51,Married,Full time
SGP,Female,61,Divorced,Part time
SGP,Male,76,Married,Retired/pensioned
SGP,Male,48,Married,Full time
SGP,Male,28,Single,Full time
SGP,Male,52,Married,Full time
SGP,Female,25,Single,Student
SGP,Male,25,Single,Student
SGP,Male,63,Single,Retired/pensioned
SGP,Female,63,Married,Part time
SGP,Female,30,Single,Full time
SGP,Female,71,Widowed,Retired/pensioned
SGP,Male,60,Married,Full time
SGP,Male,59,Single,Full time
SGP,Female,67,Widowed,Unemployed
SGP,Female,30,Married,Full time
SGP,Male,59,Married,Full time
SGP,Male,42,Single,Full time
SGP,Male,25,Married,Full time
SGP,Male,69,Married,Retired/pensioned
SGP,Male,47,Married,Full time
SGP,Male,37,Married,Full time
SGP,Male,49,Married,Full time
SGP,Female,53,Married,Full time
SGP,Male,45,Married,Full time
SGP,Female,40,Single,Homemaker not otherwise employed
SGP,Male,37,Married,Full time
SGP,Female,49,Divorced,Full time
SGP,Female,67,Single,Part time
SGP,Male,62,Married,Full time
SGP,Male,67,Living together as married,Retired/pensioned
SGP,Male,69,Married,Retired/pensioned
SGP,Male,22,Single,Unemployed
SGP,Female,27,Single,Full time
SGP,Male,44,Married,Full time
SGP,Male,42,Single,Full time
SGP,Female,49,Married,Full time
SGP,Female,76,Single,Retired/pensioned
SGP,Male,43,Married,Full time
SGP,Female,71,Married,Retired/pensioned
SGP,Female,58,Married,Full time
SGP,Male,21,Single,Full time
SGP,Male,43,Married,Student
SGP,Male,44,Single,Full time
SGP,Male,43,Married,Full time
SGP,Male,51,Married,Full time
SGP,Male,32,Single,Full time
SGP,Male,42,Married,Self employed
SGP,Male,44,Married,Full time
SGP,Female,52,Married,Full time
SGP,Female,43,Single,Part time
SGP,Female,40,Married,Full time
SGP,Female,38,Married,Full time
SGP,Male,37,Married,Full time
SGP,Male,32,Married,Full time
SGP,Female,42,Married,Full time
SGP,Female,32,Single,Full time
SGP,Male,38,Married,Full time
SGP,Female,35,Married,Full time
SGP,Male,37,Single,Full time
SGP,Male,61,Married,Full time
SGP,Female,73,Married,Part time
SGP,Male,44,Married,Full time
SGP,Female,25,Single,Full time
SGP,Male,42,Married,Self employed
SGP,Female,23,Single,Student
SGP,Female,54,Married,Retired/pensioned
SGP,Male,69,Married,Part time
SGP,Male,36,Living together as married,Full time
SGP,Male,46,Separated,Full time
SGP,Female,42,Married,Full time
SGP,Male,31,Single,Full time
SGP,Female,24,Widowed,Self employed
SGP,Female,25,Separated,Homemaker not otherwise employed
SGP,Female,57,Divorced,Full time
SGP,Male,43,Divorced,Full time
SGP,Male,35,Married,Full time
SGP,Male,78,Widowed,Unemployed
SGP,Male,64,Married,Full time
SGP,Female,37,Single,Full time
SGP,Male,43,Married,Full time
SGP,Female,34,Married,Unemployed
SGP,Female,59,Widowed,Full time
SGP,Female,71,Married,Retired/pensioned
SGP,Female,33,Married,Full time
SGP,Male,54,Married,Full time
SGP,Male,48,Married,Full time
SGP,Male,40,Married,Full time
SGP,Male,36,Married,Full time
SGP,Male,56,Married,Full time
SGP,Male,45,Married,Full time
SGP,Female,75,Married,Retired/pensioned
SGP,Female,71,Widowed,Retired/pensioned
SGP,Female,64,Married,Homemaker not otherwise employed
SGP,Male,66,Married,Retired/pensioned
SGP,Male,72,Married,Retired/pensioned
SGP,Female,58,Married,Part time
SGP,Female,23,Single,Unemployed
SGP,Male,52,Married,Full time
SGP,Male,71,Married,Self employed
SGP,Male,48,Married,Full time
SGP,Female,38,Married,Self employed
SGP,Female,38,Single,Full time
SGP,Female,26,Single,Full time
SGP,Male,40,Single,Full time
SGP,Male,34,Single,Full time
SGP,Female,40,Married,Full time
SGP,Female,21,Single,Student
SGP,Female,66,Married,Homemaker not otherwise employed
SGP,Female,46,Divorced,Part time
SGP,Female,65,Married,Retired/pensioned
SGP,Male,24,Married,Full time
SGP,Female,60,Married,Retired/pensioned
SGP,Female,31,Married,Full time
SGP,Female,60,Married,Retired/pensioned
SGP,Male,62,Married,Part time
SGP,Male,21,Single,Other
SGP,Male,52,Married,Full time
SGP,Male,47,Divorced,Full time
SGP,Female,45,Married,Homemaker not otherwise employed
SGP,Female,61,Married,Full time
SGP,Female,30,Married,Full time
SGP,Male,36,Single,Full time
SGP,Male,34,Married,Full time
SGP,Male,48,Single,Unemployed
SGP,Female,40,Married,Homemaker not otherwise employed
SGP,Female,40,Single,Full time
SGP,Female,50,Single,Full time
SGP,Male,43,Married,Full time
SGP,Female,25,Married,Full time
SGP,Female,40,Married,Part time
SGP,Female,54,Single,Self employed
SGP,Male,31,Single,Self employed
SGP,Male,27,Single,Self employed
SGP,Male,27,Single,Student
SGP,Male,41,Married,Full time
SGP,Female,56,Single,Unemployed
SGP,Female,47,Married,Full time
SGP,Male,69,Married,Retired/pensioned
SGP,Male,68,Married,Self employed
SGP,Male,52,Married,Full time
SGP,Female,39,Single,Full time
SGP,Male,77,Widowed,Retired/pensioned
SGP,Female,21,Single,Unemployed
SGP,Male,30,Married,Full time
SGP,Female,33,Married,Homemaker not otherwise employed
SGP,Male,55,Married,Self employed
SGP,Female,68,Widowed,Retired/pensioned
SGP,Male,50,Married,Full time
SGP,Female,32,Married,Full time
SGP,Female,38,Married,Full time
SGP,Male,61,Married,Unemployed
SGP,Female,61,Married,Homemaker not otherwise employed
SGP,Female,39,Married,Full time
SGP,Female,49,Married,Part time
SGP,Male,39,Married,Self employed
SGP,Female,21,Single,Student
SGP,Male,56,Married,Unemployed
SGP,Male,43,Married,Full time
SGP,Female,24,Married,Homemaker not otherwise employed
SGP,Male,59,Divorced,Unemployed
SGP,Male,25,Single,Full time
SGP,Male,67,Married,Retired/pensioned
SGP,Female,72,Married,Part time
SGP,Male,82,Married,Retired/pensioned
SGP,Male,60,Married,Full time
SGP,Male,27,Married,Full time
SGP,Male,27,Married,Full time
SGP,Female,56,Married,Homemaker not otherwise employed
SGP,Female,55,Married,Homemaker not otherwise employed
SGP,Male,47,Single,Full time
SGP,Male,65,Divorced,Retired/pensioned
SGP,Female,52,Married,Homemaker not otherwise employed
SGP,Male,44,Married,Full time
SGP,Female,62,Separated,Full time
SGP,Female,42,Single,Full time
SGP,Female,52,Married,Part time
SGP,Male,23,Single,Full time
SGP,Female,39,Married,Full time
SGP,Female,38,Married,Homemaker not otherwise employed
SGP,Male,27,Single,Full time
SGP,Male,27,Single,Full time
SGP,Female,26,Married,Homemaker not otherwise employed
SGP,Male,23,Single,Unemployed
SGP,Male,65,Married,Full time
SGP,Female,39,Married,Homemaker not otherwise employed
SGP,Male,24,Single,Other
SGP,Female,67,Married,Retired/pensioned
SGP,Male,39,Divorced,Unemployed
SGP,Female,51,Married,Part time
SGP,Male,22,Single,Part time
SGP,Male,21,Single,Part time
SGP,Female,31,Married,Full time
SGP,Male,26,Single,Student
SGP,Male,21,Single,Student
SGP,Male,31,Single,Full time
SGP,Female,37,Married,Part time
SGP,Male,48,Married,Unemployed
SGP,Female,38,Single,Full time
SGP,Female,32,Married,Part time
SGP,Male,71,Married,Retired/pensioned
SGP,Female,21,Single,Full time
SGP,Female,24,Single,Full time
SGP,Female,37,Married,Self employed
SGP,Male,22,Single,Student
SGP,Female,36,Married,Self employed
SGP,Female,26,Single,Unemployed
SGP,Female,60,Divorced,Full time
SGP,Male,55,Married,Full time
SGP,Female,26,Single,Full time
SGP,Female,72,Married,Homemaker not otherwise employed
SGP,Female,44,Married,Homemaker not otherwise employed
SGP,Male,26,Single,Full time
SGP,Female,29,Single,Self employed
SGP,Male,28,Married,Self employed
SGP,Male,52,Married,Full time
SGP,Female,38,Single,Full time
SGP,Male,23,Single,Student
SGP,Female,22,Single,Full time
SGP,Male,22,Single,Part time
SGP,Male,27,Married,Full time
SGP,Female,21,Single,Student
SGP,Female,52,Married,Part time
SGP,Female,26,Single,Part time
SGP,Male,26,Single,Full time
SGP,Female,34,Married,Homemaker not otherwise employed
SGP,Male,22,Single,Part time
SGP,Male,67,Married,Full time
SGP,Male,54,Married,Full time
SGP,Female,40,Married,Self employed
SGP,Male,26,Married,Full time
SGP,Male,63,Married,Part time
SGP,Male,37,Married,Full time
SGP,Male,26,Single,Student
SGP,Male,42,Married,Full time
SGP,Female,35,Married,Full time
SGP,Female,45,Married,Self employed
SGP,Male,22,Single,Self employed
SGP,Female,41,Married,Full time
SGP,Female,66,Married,Retired/pensioned
SGP,Female,43,Married,Full time
SGP,Female,29,Married,Full time
SGP,Female,64,Married,Retired/pensioned
SGP,Female,21,Single,Student
SGP,Female,23,Single,Student
SGP,Female,28,Single,Full time
SGP,Female,61,Married,Retired/pensioned
SGP,Male,47,Married,Full time
SGP,Female,57,Married,Full time
SGP,Male,62,Married,Self employed
SGP,Female,63,Widowed,Homemaker not otherwise employed
SGP,Female,54,Married,Part time
SGP,Female,64,Single,Retired/pensioned
SGP,Male,45,Married,Self employed
SGP,Female,27,Single,Full time
SGP,Female,57,Single,Full time
SGP,Male,68,Married,Retired/pensioned
SGP,Female,56,Married,Full time
SGP,Female,57,Single,Full time
SGP,Male,67,Married,Full time
SGP,Female,22,Single,Full time
SGP,Female,42,Married,Homemaker not otherwise employed
SGP,Female,47,Married,Full time
SGP,Female,56,Married,Homemaker not otherwise employed
SGP,Female,52,Married,Self employed
SGP,Male,31,Single,Full time
SGP,Female,54,Married,Full time
SGP,Female,28,Single,Full time
SGP,Female,56,Single,Full time
SGP,Male,32,Single,Self employed
SGP,Male,32,Single,Self employed
SGP,Female,57,Married,Full time
SGP,Female,62,Single,Full time
SGP,Female,52,Married,Full time
SGP,Female,25,Single,Full time
SGP,Female,38,Married,Homemaker not otherwise employed
SGP,Male,21,Single,Full time
SGP,Female,42,Married,Homemaker not otherwise employed
SGP,Female,44,Married,Homemaker not otherwise employed
SGP,Female,40,Married,Homemaker not otherwise employed
SGP,Female,50,Married,Part time
SGP,Female,46,Married,Self employed
SGP,Male,46,Married,Self employed
SGP,Male,41,Married,Self employed
SGP,Female,35,Married,Homemaker not otherwise employed
SGP,Female,39,Single,Self employed
SGP,Female,52,Single,Unemployed
SGP,Male,31,Married,Full time
SGP,Female,36,Married,Full time
SGP,Female,69,Married,Retired/pensioned
SGP,Female,55,Married,Retired/pensioned
SGP,Male,72,Married,Part time
SGP,Female,64,Widowed,Homemaker not otherwise employed
SGP,Female,32,Single,Unemployed
SGP,Female,49,Married,Homemaker not otherwise employed
SGP,Female,45,Married,Homemaker not otherwise employed
SGP,Female,63,Married,Retired/pensioned
SGP,Female,48,Married,Homemaker not otherwise employed
SGP,Male,59,Single,Full time
SGP,Female,60,Single,Part time
SGP,Female,52,Single,Self employed
SGP,Female,41,Single,Full time
SGP,Female,45,Married,Full time
SGP,Female,43,Married,Homemaker not otherwise employed
SGP,Female,48,Married,Full time
SGP,Female,41,Single,Full time
SGP,Male,52,Married,Full time
SGP,Male,57,Married,Part time
SGP,Female,47,Widowed,Part time
SGP,Female,21,Single,Student
SGP,Female,55,Single,Unemployed
SGP,Male,55,Married,Full time
SGP,Male,21,Single,Other
SGP,Female,21,Single,Full time
SGP,Male,79,Married,Retired/pensioned
SGP,Male,53,Married,Part time
SGP,Male,41,Married,Full time
SGP,Female,42,Single,Unemployed
SGP,Female,43,Married,Full time
SGP,Male,53,Married,Full time
SGP,Female,54,Married,Unemployed
SGP,Male,54,Married,Unemployed
SGP,Male,53,Married,Unemployed
SGP,Female,40,Married,Homemaker not otherwise employed
SGP,Male,26,Single,Full time
SGP,Female,42,Single,Full time
SGP,Female,62,Widowed,Full time
SGP,Female,45,Married,Full time
SGP,Female,21,Single,Student
SGP,Female,70,Single,Retired/pensioned
SGP,Female,48,Divorced,Full time
SGP,Female,64,Married,Part time
SGP,Female,41,Married,Full time
SGP,Female,42,Married,Homemaker not otherwise employed
SGP,Female,23,Single,Student
SGP,Female,69,Married,Homemaker not otherwise employed
SGP,Female,53,Single,Full time
SGP,Male,71,Married,Part time
SGP,Female,87,Widowed,Retired/pensioned
SGP,Female,67,Married,Part time
SGP,Female,61,Single,Retired/pensioned
SGP,Female,60,Married,Homemaker not otherwise employed
SGP,Male,34,Single,Full time
SGP,Male,66,Married,Unemployed
SGP,Male,45,Married,Full time
SGP,Female,30,Single,Full time
SGP,Male,77,Married,Unemployed
SGP,Male,46,Single,Full time
SGP,Male,62,Single,Full time
SGP,Female,33,Married,Full time
SGP,Female,35,Married,Full time
SGP,Female,52,Married,Full time
SGP,Male,24,Single,Student
SGP,Male,60,Married,Full time
SGP,Female,46,Married,Full time
SGP,Female,48,Single,Full time
SGP,Female,74,Widowed,Homemaker not otherwise employed
SGP,Male,42,Married,Full time
SGP,Male,29,Single,Full time
SGP,Male,62,Single,Full time
SGP,Female,67,Married,Retired/pensioned
SGP,Female,69,Single,Retired/pensioned
SGP,Male,72,Married,Part time
SGP,Male,59,Married,Full time
SGP,Male,77,Divorced,Part time
SGP,Female,40,Married,Part time
SGP,Male,48,Single,Full time
SGP,Female,63,Married,Homemaker not otherwise employed
SGP,Male,70,Divorced,Part time
SGP,Female,74,Divorced,Retired/pensioned
SGP,Female,56,Married,Part time
SGP,Female,67,Married,Retired/pensioned
SGP,Female,63,Single,Self employed
SGP,Female,51,Married,Homemaker not otherwise employed
SGP,Male,29,Single,Full time
SGP,Female,25,Single,Full time
SGP,Female,23,Single,Student
SGP,Male,43,Single,Full time
SGP,Female,58,Separated,Homemaker not otherwise employed
SGP,Female,41,Married,Homemaker not otherwise employed
SGP,Female,74,Married,Retired/pensioned
SGP,Male,61,Divorced,Part time
SGP,Female,47,Married,Homemaker not otherwise employed
